sido,gugun,dong,jibun,complex_name,area_m2,deal_ym,deal_day,price_만원,floor,built_year,deal_date,행정동+단지명
서울특별시,동작구,사당동,105,신동아4,118.25,202401,30,124000,11,1993,2024-01-30,사당동신동아4
서울특별시,동작구,사당동,105,신동아4,118.25,202401,30,141000,9,1993,2024-01-30,사당동신동아4
서울특별시,강남구,개포동,12,성원대치2단지아파트,33.18,202401,30,97000,4,1992,2024-01-30,성원대치2단지아파트
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202401,27,114500,12,1992,2024-01-27,성원대치2단지아파트
서울특별시,동대문구,휘경동,57,주공2,39.97,202401,26,38300,18,2001,2024-01-26,휘경동주공2
서울특별시,노원구,하계동,284,한신2,44.52,202401,25,47500,11,1988,2024-01-25,하계동한신2
서울특별시,강남구,개포동,185,개포주공7단지,53.46,202401,24,190000,11,1983,2024-01-24,개포주공7단지
서울특별시,노원구,하계동,284,한신1,27.0,202401,21,30000,4,1988,2024-01-21,하계동한신1
서울특별시,동작구,사당동,105,극동(105),84.32,202401,21,96000,19,1993,2024-01-21,극동(105)
서울특별시,광진구,광장동,218-1,극동1,84.55,202401,20,168500,14,1985,2024-01-20,극동1
서울특별시,동대문구,휘경동,57,주공2,59.13,202401,20,64000,4,2001,2024-01-20,휘경동주공2
서울특별시,동작구,사당동,105,신동아4,59.89,202401,20,90000,10,1993,2024-01-20,사당동신동아4
서울특별시,동작구,사당동,105,사당우성3,59.89,202401,20,90000,12,1993,2024-01-20,사당우성3
서울특별시,동작구,사당동,105,극동(105),59.25,202401,20,80000,7,1993,2024-01-20,극동(105)
서울특별시,광진구,광장동,218-1,극동1,156.92,202401,19,201500,3,1985,2024-01-19,극동1
서울특별시,동작구,사당동,105,사당우성3,59.89,202401,18,89000,10,1993,2024-01-18,사당우성3
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202401,17,116000,8,1992,2024-01-17,성원대치2단지아파트
서울특별시,노원구,하계동,284,한신1,27.0,202401,15,30200,12,1988,2024-01-15,하계동한신1
서울특별시,동대문구,휘경동,57,주공1,84.8,202401,14,79900,8,2001,2024-01-14,휘경동주공1
서울특별시,동대문구,휘경동,57,주공2,39.98,202401,14,41000,3,2001,2024-01-14,휘경동주공2
서울특별시,노원구,하계동,284,한신1,27.0,202401,13,30000,12,1988,2024-01-13,하계동한신1
서울특별시,강남구,개포동,12,성원대치2단지아파트,39.53,202401,13,113000,11,1992,2024-01-13,성원대치2단지아파트
서울특별시,동작구,사당동,105,사당우성2,84.66,202401,13,120500,15,1993,2024-01-13,사당우성2
서울특별시,동대문구,휘경동,57,주공2,39.98,202401,13,45300,6,2001,2024-01-13,휘경동주공2
서울특별시,강남구,개포동,12,삼익대청아파트,51.12,202401,11,130000,12,1992,2024-01-11,삼익대청아파트
서울특별시,동작구,사당동,105,사당우성3,46.75,202401,9,68500,13,1993,2024-01-09,사당우성3
서울특별시,동작구,사당동,105,극동(105),119.91,202401,6,120000,13,1993,2024-01-06,극동(105)
서울특별시,동작구,사당동,105,사당우성3,84.66,202401,5,113000,5,1993,2024-01-05,사당우성3
서울특별시,동대문구,휘경동,57,주공2,39.98,202401,4,36000,5,2001,2024-01-04,휘경동주공2
서울특별시,노원구,하계동,284,한신1,35.28,202401,3,35000,2,1988,2024-01-03,하계동한신1
