complex_name,unmatched_count,gugun,dong,jibun
초안2,23,노원구,월계동,924
상아,23,노원구,중계동,505
성원1,23,노원구,중계동,580
동원베네스트,23,노원구,월계동,940
롯데캐슬엠파이어,23,영등포구,여의도동,36
상도파크자이,23,동작구,상도동,900
목동현대3차,23,양천구,신정동,1279
메세나폴리스,23,마포구,서교동,490
래미안트윈파크,23,동작구,본동,494
창동주공1단지,23,도봉구,창동,305
사슴3,23,노원구,월계동,320-11
하계1청구,23,노원구,하계동,251
청솔(시영7),23,노원구,하계동,274
테헤란아이파크,23,강남구,역삼동,709-5
힐스테이트뉴포레,23,관악구,신림동,1746
우성4,23,영등포구,신길동,102-8
길음뉴타운3단지푸르지오,23,성북구,길음동,1280-1
래미안마포리버웰,23,마포구,용강동,502
대치삼성,23,강남구,대치동,1014-3
래미안신반포리오센트,23,서초구,잠원동,161
신성미소지움,23,구로구,구로동,1274
현대연예인,23,구로구,구로동,685-70
공릉동한보에센시티아파트,23,노원구,공릉동,743
불광롯데캐슬,23,은평구,불광동,645
씨티극동1,23,송파구,풍납동,509
신길센트럴아이파크,23,영등포구,신길동,4955
삼부컨비니언,23,성북구,길음동,1276
동대문롯데캐슬노블레스,23,동대문구,전농동,695
e편한세상광진그랜드파크,23,광진구,구의동,680
전농동신성미소지움,23,동대문구,전농동,687
베라체캠퍼스,23,동대문구,회기동,346-18
신길파크자이,23,영등포구,신길동,4967
서초교대e편한세상,23,서초구,서초동,1686-9
온수힐스테이트,23,구로구,온수동,155
현대하이페리온,23,용산구,한남동,805
신내11대명,22,중랑구,신내동,661
한신무학,22,성동구,하왕십리동,990
현대아이파크,22,강서구,염창동,282-19
한진타운,22,성동구,성수동1가,704
롯데캐슬파크,22,성동구,성수동2가,835
수정,22,영등포구,여의도동,32
상계2차중앙하이츠,22,노원구,상계동,1282
방배아트자이,22,서초구,방배동,3278
신동아아파트2,22,도봉구,방학동,531
디큐브시티,22,구로구,신도림동,692
개포한신,22,강남구,일원동,615-1
송파두산위브,22,송파구,오금동,135
가락쌍용(2차),22,송파구,가락동,21-6
더샵파크프레스티지,22,영등포구,신길동,4974
아시아선수촌아파트,22,송파구,잠실동,86
동부아파트,22,중랑구,상봉동,495
프라자,22,강동구,둔촌동,603
훼미리,22,서초구,잠원동,51
양지마을(대림)1,22,노원구,중계동,587
역삼I'PARK,22,강남구,역삼동,713-11
초록,22,강서구,화곡동,1139
한양아파트,21,송파구,송파동,119
이수브라운스톤상도(527-0),21,동작구,상도동,527
범양,21,성북구,돈암동,631
정릉스카이쌍용아파트,21,성북구,정릉동,1014
문래힐스테이트,21,영등포구,문래동3가,94
동아2,21,구로구,신도림동,644
당산대우,21,영등포구,당산동2가,16-1
동양엔파트,21,노원구,상계동,1305
삼호1동~3동,21,서초구,방배동,770-1
당산계룡리슈빌2단지,21,영등포구,당산동3가,566
수서한아름,21,강남구,수서동,712
에스케이허브진,21,강동구,성내동,194
삼호,21,영등포구,양평동3가,66
상계불암대림,21,노원구,상계동,1289
푸른마을2,21,양천구,신정동,1281
2차한양아파트,21,송파구,송파동,151
마포용강삼성래미안,21,마포구,용강동,380
서강GS,21,마포구,신정동,30
래미안강남힐즈,21,강남구,자곡동,611
신당푸르지오,21,중구,신당동,850
(토지임대부아파트)엘에이치서초5단지,21,서초구,우면동,789
현대한강,21,용산구,이촌동,400
마곡엠밸리9단지,21,강서구,마곡동,744
동일하이빌뉴시티,21,성북구,하월곡동,230
길음뉴타운6단지(래미안),21,성북구,길음동,1283
삼익4단지아파트,21,노원구,공릉동,714
(토지임대부아파트)강남브리즈힐,21,강남구,자곡동,618
마곡힐스테이트,21,강서구,마곡동,725-1
펜트라우스,21,마포구,신공덕동,172
서리풀e편한세상,21,서초구,방배동,906-13
건영(103동-106동),21,동작구,노량진동,324
청솔,21,강서구,방화동,832
DMCSKVIEW,21,은평구,수색동,418
삼성동힐스테이트 1단지,21,강남구,삼성동,16-2
종로청계힐스테이트,20,종로구,숭인동,766
광화문스페이스본(101동~105동),20,종로구,사직동,9
대림(2차),20,성동구,응봉동,97
목동롯데캐슬마에스트로,20,양천구,목동,965
돈암동더샵아파트,20,성북구,돈암동,603
하계2현대,20,노원구,하계동,288
강남한양수자인(4단지),20,강남구,자곡동,686
e편한세상염창,20,강서구,염창동,309
중랑숲리가,20,중랑구,망우동,583
한양수자인에듀힐즈,20,구로구,항동,241
행당브라운스톤,20,성동구,행당동,364
문래공원한신,20,영등포구,문래동3가,77-2
마포쌍용황금아파트,20,마포구,마포동,253
둔촌하이츠,20,강동구,둔촌동,545
금호타운(583),20,노원구,중계동,583
당산금호어울림,20,영등포구,당산동4가,95
우리유앤미,20,동작구,흑석동,329
등촌라인(조합),20,강서구,등촌동,628-15
상암월드컵파크7단지,20,마포구,상암동,1660
금강,20,양천구,신월동,207-24
한강,20,서초구,잠원동,49-8
주공8,20,노원구,중계동,362-1
정릉힐스테이트3차,20,성북구,정릉동,1031
삼성산주공(주공3단지),20,관악구,신림동,1714
래미안장안,20,동대문구,장안동,354-2
한성,20,영등포구,신길동,769-1
남서울,20,영등포구,신길동,3002
성원상떼빌,20,강북구,우이동,1
현대그린,20,노원구,중계동,49
우성아파트2,19,도봉구,방학동,508
롯데캐슬프레미어,19,강남구,삼성동,11
한강밤섬자이,19,마포구,하중동,101
마곡엠벨리(15단지),19,강서구,마곡동,751
독산주공14단지,19,금천구,독산동,1088
북한산현대홈타운,19,은평구,불광동,633
대림서초리시온,19,서초구,서초동,1671-5
푸르지오시티,19,강북구,미아동,160-3
서초동삼성쉐르빌2,19,서초구,서초동,1330
신현대,19,동대문구,회기동,65
마포웨스트리버태영데시앙,19,마포구,창전동,449
영등포자이르네,19,영등포구,대림동,1132
샘터마을,19,강남구,일원동,718
신반포청구,19,서초구,잠원동,63-2
문래베어스타운,19,영등포구,문래동6가,38-1
사당휴먼시아,19,동작구,사당동,1154
래미안첼리투스,19,용산구,이촌동,436
항동제일풍경채포레스트,19,구로구,항동,246
상림마을8단지롯데캐슬(821~830동)BL1-12,19,은평구,진관동,20
서강예가,19,마포구,창전동,444
두산위브트레지움2차,19,동작구,상도동,535
산업인,19,구로구,고척동,57-9
새한,19,광진구,구의동,656
자양호반써밋,19,광진구,자양동,861
롯데우성,19,노원구,중계동,361-1
한진로즈힐,19,강남구,논현동,105-4
태영데시앙,19,도봉구,창동,819
"현대(1,2차)",19,서대문구,홍은동,202-5
래미안서초에스티지S,19,서초구,서초동,1754
늘푸른동아,19,중랑구,면목동,715
이수푸르지오더프레티움,19,동작구,사당동,1161
무학,19,강서구,염창동,255
선경2차(8동-12동),19,강남구,대치동,506
한양7,19,도봉구,쌍문동,158
안암동삼성래미안,18,성북구,안암동1가,361
풍림2,18,서대문구,홍은동,453-2
한신휴플러스,18,동작구,본동,487
방배신삼호,18,서초구,방배동,725
현대리버빌2지구,18,송파구,풍납동,261
서초센트럴IPARK,18,서초구,서초동,1582-3
한양3,18,송파구,방이동,225
서초이오빌,18,서초구,서초동,1593-7
쌍용대치2,18,강남구,대치동,65
동진신안,18,노원구,중계동,364
창동주공18단지,18,도봉구,창동,30
휘경해모로프레스티지,18,동대문구,휘경동,375
반포르엘,18,서초구,잠원동,163
한강삼성,18,마포구,토정동,138
금호타운,18,강서구,염창동,240-32
대치현대,18,강남구,대치동,974
올림픽파크한양수자인,18,강동구,성내동,606
길음뉴타운5단지(래미안),18,성북구,길음동,1282
도곡우성아파트,18,강남구,도곡동,934-10
강남데시앙파크,18,강남구,세곡동,525
현대8차(성수현대:91~95동),18,강남구,압구정동,481
삼성사이버빌리지,18,중구,중림동,200
유원제일2차,18,영등포구,당산동5가,7-2
쌍용스윗닷홈,18,서대문구,남가좌동,380
"쌍용대치아파트1동,2동,3동,5동,6동",18,강남구,대치동,66
한신플러스C,18,성북구,동소문동7가,23
개포우성2,18,강남구,대치동,500
문정대우푸르지오1차,18,송파구,문정동,18
개봉동현대아이파크,18,구로구,개봉동,489
건영캐스빌,18,중랑구,상봉동,499
반포미도2차아파트,18,서초구,반포동,60-5
목동트윈빌,18,양천구,목동,905-22
일성파크,18,광진구,군자동,99
당산삼성2차,18,영등포구,당산동4가,94-1
가락삼익맨숀,18,송파구,송파동,166
시영2단지(라이프)아파트,18,노원구,공릉동,707
e편한세상신촌3단지,18,서대문구,북아현동,1013
청계푸르지오시티,18,동대문구,답십리동,497-23
금강(343),18,구로구,오류동,343
대림아크로빌,18,강남구,도곡동,467-6
현대(6차),18,노원구,중계동,34-5
여의도자이,18,영등포구,여의도동,47
현대힐스테이트2단지,18,강남구,삼성동,50
폭포동4단지힐스테이트(408~422동)BL3-9,18,은평구,진관동,140
라온프라이빗,18,중랑구,면목동,1544
신동아(22),18,강남구,논현동,22
송파파인타운6단지,18,송파구,장지동,847
선경1차(1동-7동),18,강남구,대치동,506
신촌태영데시앙,18,마포구,창전동,439
아크로비스타,18,서초구,서초동,1685-3
골든노블레스,17,동작구,대방동,403-16
은평뉴타운 제각말 푸르지오(5-4단지),17,은평구,진관동,92
역삼자이,17,강남구,역삼동,711-3
우성아파트1,17,도봉구,방학동,507
명남스카이뷰,17,은평구,응암동,590-10
마곡수명산파크2단지,17,강서구,내발산동,741
현대1차아파트,17,강동구,둔촌동,30-4
금호어울림(580),17,중랑구,망우동,580
부영,17,강서구,등촌동,691-3
롯데캐슬아이비,17,영등포구,여의도동,43-4
현대뜨레비앙,17,종로구,익선동,55
롯데캐슬골든힐스,17,성북구,길음동,1287-1
개나리래미안,17,강남구,역삼동,754
부영2,17,양천구,목동,908-28
진로,17,영등포구,당산동1가,16-1
전농동삼성래미안,17,동대문구,전농동,155
용산파크자이,17,용산구,한강로1가,50-1
수락산벨리체,17,노원구,상계동,1265
대림아파트(276),17,은평구,녹번동,276
목련타운,17,강남구,일원동,716
서희스타힐스,17,마포구,대흥동,12-41
롯데캐슬피렌체,17,동대문구,용두동,790
목동현대1,17,양천구,목동,932
극동미라주,17,성동구,하왕십리동,1058
관악산휴먼시아1단지,17,관악구,신림동,1735-1
한라,17,서초구,우면동,67
석계역한일노벨리아시티,17,성북구,장위동,8-2
우창,17,영등포구,신길동,4501
우성그린,17,동대문구,답십리동,989-1
동일스위트리버,17,동대문구,휘경동,366
디에이치반포라클라스,17,서초구,반포동,1343
신당KCC스위첸,17,중구,신당동,856
푸른마을3,17,양천구,신정동,1283
신정두산위브,17,양천구,신월동,1055
신도림현대,17,구로구,구로동,560
이화우성,17,구로구,구로동,1260
마포현대,17,마포구,공덕동,188-108
도곡1차아이파크,17,강남구,도곡동,543-7
주공7,17,노원구,중계동,363-1
현대(고덕),17,강동구,명일동,56
삼선현대힐스테이트,17,성북구,삼선동2가,420
DMC한양,17,서대문구,북가좌동,431
삼선에스케이뷰,17,성북구,삼선동3가,116
관악파크푸르지오,17,관악구,봉천동,1728
효창파크푸르지오,17,용산구,효창동,274
래미안서초에스티지,17,서초구,서초동,1332-13
동현아파트1~6,17,강남구,논현동,105
동아불암,16,노원구,상계동,1285
방배2차현대홈타운,16,서초구,방배동,2001
중계센트럴파크,16,노원구,상계동,1322
현대3차(61~64동),16,강남구,압구정동,443
서울숲더샵,16,성동구,행당동,377
래미안그레이튼,16,강남구,역삼동,763-16
광장,16,영등포구,여의도동,28
현대홈타운아파트,16,구로구,신도림동,641
이문삼성래미안아파트,16,동대문구,이문동,425
방학동삼성래미안1,16,도봉구,방학동,720-18
현대8(803동),16,광진구,광장동,569
e편한세상 문래 에듀플라츠,16,영등포구,문래동6가,58
석관래미안,16,성북구,석관동,407
"현대8(801동,802동)",16,광진구,광장동,565
영등포중흥에스클래스,16,영등포구,양평동1가,271
신내우디안1단지,16,중랑구,신내동,816
관악동부센트레빌,16,관악구,봉천동,1719
거여2단지효성아파트,16,송파구,거여동,291
이튼타워리버5차,16,광진구,자양동,856
밤섬경남아너스빌,16,마포구,신수동,459
동익미라벨,16,도봉구,쌍문동,285-5
염창1차한화꿈에그린,16,강서구,염창동,281-22
상아1차아파트,16,도봉구,창동,299
아남,16,서초구,서초동,1641-13
신도림롯데아파트,16,구로구,구로동,1263
무학현대,16,성동구,하왕십리동,992
무지개,16,금천구,시흥동,109-1
동익,16,강남구,수서동,738
롯데캐슬골드,16,송파구,신천동,7-18
서초네이처힐3단지,16,서초구,우면동,717
목동에버하임,16,양천구,목동,966
포레나영등포센트럴,16,영등포구,영등포동7가,208
답십리대우,16,동대문구,답십리동,111
상도동래미안1차,16,동작구,상도동,450
화랑타운아파트,16,노원구,공릉동,111
현대백조,16,송파구,오금동,11
삼성청담공원아파트,16,강남구,청담동,60
제일,16,동작구,사당동,240-15
잠실한솔,16,송파구,석촌동,285
